observationId,field,observationStartMJD,t_exp,fieldRA,fieldDEC,seeingFwhmEff,fiveSigmaDepth,skyBrightness,filter
27854,a36-2-23,61395.58747685185,90,34.019025,2.4966666666666666,0.8848438269533301,22.25231224366452,20.02323972158361,u
27855,a27-1-23,61395.58747685185,90,1.3269874999999998,2.4966666666666666,0.950598751567532,22.28805568083557,20.26096152637616,u
27856,a27-1-24,61395.58871527777,90,1.3269874999999998,-0.1011111111111111,1.383840177287718,21.88560395125424,20.26096152637616,u
27857,a36-2-24,61395.58871527777,90,34.019025,-0.1011111111111111,0.9773246713098044,22.145922127368323,20.02323972158361,u
27858,a36-2-25,61395.5899537037,90,36.67300833333333,-0.1011111111111111,1.1778634416019045,21.945791406909763,20.02323972158361,u
27859,a27-1-25,61395.5899537037,90,3.980970833333333,-0.1011111111111111,1.0511860865353997,22.18046049455381,20.26096152637616,u
27860,a36-2-26,61395.59119212963,90,36.67300833333333,2.4966666666666666,1.0544679376407309,22.064514139667185,20.02323972158361,u
27861,a27-1-26,61395.59119212963,90,3.980970833333333,2.4966666666666666,1.184831576804556,22.05223500159615,20.26096152637616,u
27862,a27-1-27,61395.59243055555,90,3.980970833333333,5.094444444444444,1.079035261917228,22.152463289224155,20.26096152637616,u
27863,a36-2-27,61395.59243055555,90,36.67300833333333,5.094444444444444,1.044333933889768,22.07486654823068,20.02323972158361,u
27864,s27-1-01,61395.86581597222,90,154.44115416666665,-1.001111111111111,1.1100292096825335,22.68595529695436,20.22388704629933,r
27865,s27-1-02,61395.86705439814,90,154.44115416666665,1.596666666666667,1.0432395939610923,22.752614708569205,20.22388704629933,r
27866,s27-1-03,61395.86829282408,90,154.44115416666665,4.194444444444445,0.9368315427686372,22.868068649863726,20.22388704629933,r
27867,s27-1-04,61395.86953125,90,157.0951375,4.194444444444445,1.142378405417266,22.65508324938491,20.22388704629933,r
27868,s27-1-05,61395.87076967592,90,157.0951375,1.596666666666667,1.3445055425564392,22.47983648303105,20.22388704629933,r
27869,s27-1-06,61395.87200810185,90,157.0951375,-1.001111111111111,1.0875518518280651,22.70793509308412,20.22388704629933,r
27870,s27-1-07,61395.87324652778,90,159.74911666666665,-1.001111111111111,0.9759576267224273,22.82417658109839,20.22388704629933,r
27871,s27-1-08,61395.8744849537,90,159.74911666666665,1.596666666666667,1.1343654688995608,22.66264890560659,20.22388704629933,r
27872,s27-1-09,61395.87572337963,90,159.74911666666665,4.194444444444445,1.0327967335517316,22.763417325865344,20.22388704629933,r
27873,s27-1-10,61395.87696180555,90,162.4031,4.194444444444445,1.2627149791238022,22.535418732372428,20.19909165677659,r
27874,s27-1-11,61395.87820023148,90,162.4031,1.596666666666667,1.0851891933641291,22.69832685168137,20.19909165677659,r
27875,s27-1-12,61395.87943865741,90,162.4031,-1.001111111111111,1.3006586616478018,22.50355754227638,20.19909165677659,r
27876,s27-1-13,61395.88067708333,90,165.0570833333333,-1.001111111111111,0.8591455703533505,22.948945216117863,20.19909165677659,r
27877,s27-1-14,61395.88191550926,90,165.0570833333333,1.596666666666667,0.9449455071532672,22.84689348448822,20.19909165677659,r
27878,s27-1-15,61395.88315393518,90,165.0570833333333,4.194444444444445,0.9069179515486115,22.89094528947668,20.19909165677659,r
27879,s27-1-16,61395.88439236111,90,167.71106249999997,4.194444444444445,1.1066371786097775,22.677296765230903,20.19909165677659,r
27880,s27-1-17,61395.88563078704,90,167.71106249999997,1.596666666666667,1.132029612792089,22.652914445000665,20.19909165677659,r
27881,s27-1-18,61395.88686921296,90,167.71106249999997,-1.001111111111111,1.1607147284233712,22.626013367732792,20.19909165677659,r
27882,s27-1-19,61395.888107638886,90,170.36504583333328,-1.001111111111111,1.2931688463703828,22.490520979404216,20.15923088001429,r
