3143.863 0.0009019
3143.962 0.0009084
3144.061 0.0009148
3144.16 0.0009212
3144.259 0.0009276
3144.357 0.0009337
3144.456 0.0009402
3144.555 0.0009467
3144.654 0.000953
3144.753 0.0009597
3144.852 0.0009665
3144.951 0.0009731
3145.05 0.0009799
3145.149 0.0009868
3145.248 0.0009929
3145.346 0.0009993
3145.445 0.0010055
3145.544 0.0010118
3145.643 0.0010183
3145.742 0.0010236
3145.841 0.0010292
3145.94 0.0010345
3146.039 0.0010399
3146.138 0.0010455
3146.237 0.0010514
3146.336 0.0010575
3146.435 0.0010636
3146.534 0.0010698
3146.633 0.001076
3146.732 0.0010812
3146.831 0.0010864
3146.93 0.0010916
3147.029 0.0010971
3147.128 0.0011023
3147.227 0.0011065
3147.326 0.001111
3147.425 0.0011155
3147.524 0.0011197
3147.624 0.0011243
3147.723 0.0011293
3147.822 0.001134
3147.921 0.001139
3148.02 0.0011441
3148.119 0.0011491
3148.218 0.0011533
3148.317 0.0011575
3148.416 0.0011621
3148.515 0.0011663
3148.615 0.0011708
3148.714 0.0011754
3148.813 0.0011801
3148.912 0.0011849
3149.011 0.0011897
3149.11 0.0011945
3149.209 0.0012004
3149.309 0.0012064
3149.408 0.0012123
3149.507 0.001218
3149.606 0.001224
3149.706 0.00123
3149.805 0.0012363
3149.904 0.0012423
3150.003 0.0012487
3150.102 0.0012683
3150.202 0.0012879
3150.301 0.001307
3150.4 0.0013261
3150.499 0.0013456
3150.599 0.0013651
3150.698 0.0013846
3150.797 0.0014042
3150.896 0.0014239
3150.996 0.0014438
3151.095 0.0014635
3151.194 0.001483
3151.294 0.0015026
3151.393 0.0015222
3151.492 0.0015413
3151.592 0.0015611
3151.691 0.0015804
3151.79 0.0015997
3151.89 0.0016191
3151.989 0.0016385
3152.088 0.0016578
3152.188 0.0016774
3152.287 0.0016969
3152.386 0.0017163
3152.486 0.0017356
3152.585 0.001755
3152.685 0.0017747
3152.784 0.0017938
3152.883 0.0018134
3152.983 0.0018327
3153.082 0.0018524
3153.182 0.0018713
3153.281 0.0018901
3153.38 0.0019089
3153.48 0.0019279
3153.579 0.0019467
3153.679 0.0019634
3153.778 0.0019795
3153.878 0.0019961
3153.977 0.0020126
3154.077 0.0020292
3154.176 0.0020431
3154.276 0.0020572
3154.375 0.0020715
3154.475 0.0020854
3154.574 0.0020995
3154.674 0.0021133
3154.773 0.0021262
3154.873 0.0021397
3154.972 0.002153
3155.072 0.0021664
3155.171 0.002182
3155.271 0.0021985
3155.37 0.0022141
3155.47 0.0022299
3155.57 0.0022462
3155.669 0.0022639
3155.769 0.0022823
3155.868 0.0023
3155.968 0.0023179
3156.068 0.0023364
3156.167 0.0023558
3156.267 0.0023755
3156.366 0.0023944
3156.466 0.0024141
3156.566 0.0024337
3156.665 0.0024575
3156.765 0.0024815
3156.865 0.0025056
3156.964 0.002529
3157.064 0.0025533
3157.164 0.0025789
3157.263 0.0026044
3157.363 0.0026303
3157.463 0.0026568
3157.562 0.0026827
3157.662 0.0027076
3157.762 0.0027332
3157.862 0.002759
3157.961 0.0027839
3158.061 0.0028099
3158.161 0.0028339
3158.26 0.0028585
3158.36 0.0028827
3158.46 0.0029069
3158.56 0.0029313
3158.659 0.0029582
3158.759 0.0029848
3158.859 0.0030122
3158.959 0.0030397
3159.059 0.0030674
3159.158 0.0030942
