3841.426 0.0009883
3841.573 0.0010904
3841.721 0.0011931
3841.869 0.0012959
3842.016 0.0013982
3842.164 0.001501
3842.312 0.001604
3842.459 0.0017062
3842.607 0.0018091
3842.754 0.0019116
3842.902 0.0020148
3843.05 0.0021178
3843.198 0.0022208
3843.345 0.0023235
3843.493 0.0024266
3843.641 0.0025299
3843.788 0.0026324
3843.936 0.0027359
3844.084 0.0028392
3844.232 0.0029425
3844.38 0.0030461
3844.527 0.0031489
3844.675 0.0032523
3844.823 0.0033557
3844.971 0.0034595
3845.119 0.003563
3845.266 0.003666
3845.414 0.00377
3845.562 0.0038736
3845.71 0.0039772
3845.858 0.0040812
3846.006 0.0041851
3846.154 0.0042888
3846.302 0.0043926
3846.45 0.0044968
3846.598 0.0046006
3846.746 0.0047046
3846.894 0.0048085
3847.042 0.0049129
3847.19 0.0050169
3847.338 0.0051209
3847.486 0.0052256
3847.634 0.0053296
3847.782 0.0054343
3847.93 0.0055384
3848.078 0.0056432
3848.226 0.0057475
3848.374 0.0058524
3848.522 0.0059566
3848.67 0.0060609
3848.818 0.0061661
3848.967 0.0062711
3849.115 0.0063755
3849.263 0.0064806
3849.411 0.0065851
3849.559 0.0066905
3849.708 0.0067957
3849.856 0.0069003
3850.004 0.0070042
3850.152 0.0070555
3850.3 0.0071075
3850.448 0.0071587
3850.597 0.0072103
3850.745 0.0072624
3850.893 0.0073137
3851.042 0.0073653
3851.19 0.0074174
3851.338 0.0074688
3851.487 0.0075205
3851.635 0.0075727
3851.783 0.0076241
3851.932 0.0076758
3852.08 0.0077273
3852.229 0.0077799
3852.377 0.0078314
3852.525 0.0078837
3852.674 0.0079356
3852.822 0.0079871
3852.971 0.0080398
3853.119 0.0080913
3853.268 0.0081433
3853.416 0.0081957
3853.564 0.0082473
3853.713 0.0082992
3853.862 0.0083512
3854.01 0.0084038
3854.159 0.0084557
3854.307 0.0085074
3854.456 0.0085595
3854.604 0.0086121
3854.753 0.0086642
3854.902 0.0087163
3855.05 0.008768
3855.199 0.0088211
3855.347 0.0088728
3855.496 0.008925
3855.645 0.0089772
3855.793 0.009029
3855.942 0.0090821
3856.091 0.0091344
3856.24 0.0091866
3856.388 0.0092395
3856.537 0.0092918
3856.686 0.0093451
3856.834 0.009397
3856.983 0.0094493
3857.132 0.0095027
3857.281 0.009555
3857.429 0.0096081
3857.578 0.0096604
3857.727 0.0097139
3857.876 0.0097663
3858.025 0.0098187
3858.174 0.0098723
3858.323 0.0099247
3858.471 0.0099779
3858.62 0.0100305
3858.769 0.010083
3858.918 0.0101366
3859.067 0.0101891
3859.216 0.0102429
3859.365 0.0102954
3859.514 0.0103491
3859.663 0.0104018
